date,id,windspeed,winddirection,airtemp,humidity,rainfall,shortwave,longwave,pressure,surfacetemp,subsurfacetemp,salinity,waterpressure,current
2013-03-25 02:42:16,22,10.6,136,31.9,68,41.91,1050.18,534.9,1136.4,8.3,9.8,1.61,125.75,0.84
2017-03-27 06:29:37,49,13.26,68,20.4,57,47.76,1775.13,610.19,848.3,28.58,39.59,14.11,198.58,0.48
2017-05-26 17:26:22,4,17.95,220,-4.2,58,47.44,1842.29,-8.6,786.1,21.31,-4.99,29.4,1.51,0.94
2017-10-08 18:14:42,29,11.1,347,-2.2,60,36.78,465.66,185.7,1008.1,32.29,15.5,24.6,125.92,0.77
2012-07-02 18:17:01,63,18.1,213,-4.6,68,38.91,1206.2,-4.65,1046.5,25.79,8.63,22.88,149.23,0.3
2016-05-26 01:50:59,49,19.27,169,37.6,66,46.31,1117.18,304.62,1181.5,2.4,4.11,17.97,137.24,0.98
2015-12-16 13:51:10,11,5.27,40,25.8,69,8.92,43.1,-41.66,705.4,2.52,13.34,28.64,113.97,0.97
2010-06-05 12:19:37,54,7.89,150,18.7,67,20.81,1372.28,-30.38,777.3,-8.57,14.96,7.94,5.75,0.82
2016-03-27 19:54:48,50,13.57,336,20.2,68,41.83,725.0,209.57,1158.9,34.53,12.4,37.28,53.26,0.1
2013-01-31 08:17:10,87,7.56,304,39.4,66,8.32,593.3,330.66,1122.0,20.26,8.4,3.96,33.31,0.11
2014-01-17 12:37:09,78,2.86,160,18.5,68,25.55,1265.89,10.99,1182.4,37.99,6.1,12.0,182.36,0.62
2014-10-02 03:45:43,18,3.27,258,16.8,61,25.55,1438.45,-74.5,1112.1,32.39,6.68,19.94,161.37,0.79
2016-04-20 05:04:43,7,18.69,264,19.2,65,39.96,835.95,564.4,1138.6,1.93,29.69,20.2,12.59,0.9
2015-03-08 10:55:36,53,1.69,329,31.8,70,0.76,1458.71,497.43,708.5,12.51,37.93,12.69,25.89,0.41
2014-08-21 22:59:11,98,8.4,288,23.4,70,7.65,1451.25,346.8,1199.9,34.67,1.1,10.42,60.94,0.24
2015-07-21 21:20:27,31,5.8,241,-6.8,60,33.93,1111.2,300.91,1012.2,-9.12,15.85,25.23,58.26,0.34
2015-03-09 00:23:10,2,10.77,305,35.2,64,18.77,659.6,-1.71,828.9,16.86,11.62,11.64,184.2,0.24
2013-10-30 22:53:08,94,8.36,355,22.3,56,36.26,686.17,978.87,919.5,-8.18,-9.97,13.49,107.59,0.93
2016-01-05 08:15:03,2,1.85,134,-5.4,61,38.8,701.48,813.66,944.0,-7.35,8.95,23.9,32.24,0.51
2013-11-05 17:23:14,88,7.36,292,-5.1,67,2.73,1868.63,-82.62,857.7,2.35,10.62,35.49,164.51,0.31
2008-05-01 01:38:00,32,18.86,292,22.6,61,33.4,935.5,674.42,718.4,37.29,21.88,27.11,114.13,0.18
2013-05-23 12:22:41,84,17.15,20,-2.9,56,42.56,661.12,369.17,714.9,36.91,39.78,36.38,79.98,0.5
2012-06-25 00:24:04,7,16.85,30,24.2,60,10.6,1554.67,705.92,1033.7,-5.1,-3.93,34.54,145.39,0.26
2014-06-07 16:01:02,61,11.69,319,15.6,70,8.1,785.84,470.38,825.8,7.19,14.88,15.65,193.6,0.96
2012-02-02 22:36:15,35,15.8,114,20.6,57,16.53,1509.57,726.4,1059.7,7.98,30.56,6.65,107.38,0.0
2012-01-18 12:22:01,18,12.84,97,16.7,67,33.64,1262.72,474.7,916.8,-1.83,34.95,7.83,91.14,0.33
2017-07-12 08:21:36,86,19.1,88,20.1,58,8.41,1960.65,320.29,1147.7,11.57,39.39,11.57,189.53,0.9
2015-01-11 15:32:57,42,2.1,269,-2.3,59,48.71,1067.82,423.94,954.3,9.67,15.4,21.98,4.11,0.65
2012-02-02 23:10:56,36,17.69,40,23.1,60,38.45,526.37,55.82,715.3,37.7,22.74,26.99,92.7,0.53
2010-09-03 14:21:49,82,10.6,288,-2.2,56,26.18,986.4,987.29,1024.1,35.48,35.1,38.77,184.53,0.9
2008-02-20 09:29:40,59,0.97,294,-3.7,57,8.93,1395.63,157.24,784.0,5.91,34.12,34.83,86.4,0.5
2017-04-15 00:13:21,91,4.9,188,15.2,60,31.75,1218.19,176.68,1049.9,13.37,38.17,30.5,39.18,0.32
2017-04-13 04:19:06,50,13.99,210,20.2,68,17.47,1579.66,694.64,883.6,12.21,10.48,23.48,50.52,0.61
2010-03-12 18:01:52,88,5.28,271,-5.4,64,14.51,93.17,488.24,1022.4,-4.18,5.6,17.53,2.35,0.19
2012-05-17 09:51:54,93,13.6,167,-2.1,66,46.74,517.62,988.58,775.2,-2.2,9.83,37.74,60.13,0.9
2015-08-03 23:24:00,57,16.66,130,-5.0,66,7.4,593.79,924.17,786.3,5.76,28.9,23.74,178.66,0.89
2016-07-23 13:21:14,74,6.88,103,20.1,57,5.28,1762.14,111.39,1198.0,20.91,5.35,34.32,157.43,0.6
2016-11-14 20:03:22,96,7.51,69,-6.8,57,46.85,1560.36,148.57,1016.9,3.59,28.78,20.64,56.36,0.23
2016-12-12 21:02:13,57,19.81,280,29.7,70,15.79,935.12,5.85,1176.2,29.29,19.78,32.24,174.25,0.3
2014-08-16 13:37:17,84,14.24,123,-6.3,58,17.84,1594.23,87.95,854.9,12.99,34.63,2.12,168.45,0.21
2009-10-15 22:04:35,7,10.98,42,-5.1,62,43.0,736.79,31.24,1198.6,5.8,5.5,16.98,27.37,0.91
2016-05-19 14:12:33,57,19.6,157,-6.2,57,27.78,1694.19,843.73,1049.0,-5.46,-7.86,15.54,106.23,0.36
2010-03-02 15:24:34,57,10.49,344,-2.3,68,42.51,1016.7,440.85,1074.1,38.2,34.77,34.6,105.73,0.54
2010-11-23 07:43:04,81,4.65,297,-4.7,65,46.1,301.97,90.15,788.9,27.25,-8.94,33.77,46.59,0.23
2016-07-23 22:27:43,26,5.6,358,-5.5,58,25.96,1751.69,308.95,715.8,-4.87,4.21,26.75,96.14,0.76
2017-07-20 12:42:50,21,5.0,175,29.2,67,40.55,872.12,452.6,847.6,35.7,-8.21,31.36,125.1,0.52
2016-02-05 12:18:38,76,8.13,210,29.4,56,9.84,717.5,279.64,953.7,13.19,21.65,19.26,7.99,0.83
2010-05-26 22:23:21,70,9.65,256,16.5,68,44.98,1883.68,10.99,930.3,-8.1,37.98,23.83,3.31,0.19
2015-04-10 20:37:30,54,12.95,28,26.9,69,45.82,1481.1,766.61,1005.0,-2.93,38.45,10.53,144.38,0.85
2009-02-12 16:35:21,45,13.26,233,14.1,67,34.15,1564.42,707.69,1140.6,14.53,38.2,27.28,182.67,0.91
2017-06-26 12:03:59,54,3.38,291,-5.4,61,10.2,501.94,705.9,707.6,4.82,-3.76,9.52,85.42,0.39
2015-07-09 22:42:33,26,15.63,163,25.2,63,14.9,1407.7,-12.38,829.0,21.36,28.77,27.78,33.37,0.59
2011-10-30 06:36:34,26,17.53,97,17.0,60,8.49,141.23,612.67,732.6,32.9,-1.32,30.0,149.29,0.77
2014-06-21 11:27:00,44,7.94,189,17.0,67,18.41,1754.47,286.45,943.6,19.21,32.1,26.18,20.87,0.9
2010-09-04 21:03:09,56,11.79,203,19.9,60,40.73,152.59,135.14,1148.1,-5.86,-5.12,1.32,84.64,0.65
2010-05-06 16:14:18,76,1.1,216,24.0,58,33.34,1972.4,-94.44,857.1,10.43,22.72,35.1,131.33,0.31
2010-12-02 07:26:47,44,3.28,270,-4.1,66,9.82,960.9,-20.95,780.2,-5.14,3.38,37.37,25.77,0.9
2015-12-29 07:17:55,65,14.48,153,-6.4,60,25.77,1172.74,526.19,801.1,-3.5,1.99,22.73,125.97,0.18
2016-03-04 00:22:26,34,5.4,346,18.3,62,32.69,1080.45,160.98,770.7,27.38,26.62,12.2,3.74,0.2
2015-12-22 12:49:05,23,1.2,39,-5.8,58,18.98,1142.39,966.44,799.2,6.73,5.97,0.19,25.21,0.27
2015-11-16 09:09:53,61,19.66,104,-1.8,67,4.9,1097.44,97.41,896.0,13.48,26.65,2.73,116.61,0.42
2010-09-20 04:03:57,47,18.65,274,19.2,70,7.95,0.71,215.35,990.5,25.82,8.17,19.62,74.11,0.9
2016-01-26 03:07:12,57,12.89,330,20.4,63,19.52,564.31,203.65,958.9,0.96,-5.13,30.79,99.43,0.85
2009-05-15 22:41:26,56,11.91,185,17.6,59,17.7,711.32,666.15,818.2,30.38,39.61,29.17,158.77,0.58
2015-08-06 01:03:34,67,6.68,225,29.2,60,31.63,238.2,380.22,1044.0,26.18,2.12,6.13,35.66,0.94
2008-04-06 10:18:55,76,15.81,193,-4.2,62,1.24,1715.0,445.7,976.5,34.49,14.26,0.74,148.86,0.16
2007-11-14 09:04:52,77,4.52,170,39.6,63,15.86,1918.76,-73.11,707.9,32.87,12.5,9.67,1.66,0.5
2016-06-18 04:47:03,86,2.32,288,-3.4,61,46.9,750.79,77.23,788.7,12.74,21.97,15.35,1.41,0.73
2016-06-14 19:50:39,56,13.63,278,19.4,62,26.62,1710.24,-24.93,866.3,11.61,-3.92,9.75,141.42,0.82
2014-12-06 07:53:19,71,18.15,110,-6.4,62,19.87,1487.81,880.33,869.9,33.15,35.84,12.25,91.1,0.35
2015-02-21 06:30:53,35,12.8,345,14.2,66,44.59,648.6,711.54,1083.5,19.97,10.31,25.14,72.99,0.37
2014-01-11 19:36:07,73,1.94,245,26.3,59,15.34,380.8,225.9,820.0,1.71,13.95,34.8,47.38,0.36
2017-05-09 03:29:52,32,18.2,29,27.6,65,25.95,325.79,843.84,1124.8,35.32,31.15,23.0,182.58,0.1
2015-11-02 04:24:44,7,3.1,245,16.6,70,23.32,849.74,407.47,961.5,5.32,18.26,1.84,57.1,0.3
2013-09-07 20:30:01,58,1.51,58,24.2,60,36.1,981.65,-44.5,747.7,20.9,37.36,14.31,139.59,0.28
2014-05-12 21:30:30,4,3.39,147,24.5,66,29.92,1653.5,256.11,858.8,7.1,21.91,3.48,33.77,0.13
2009-05-10 07:35:03,38,17.87,68,17.5,59,26.67,1296.4,350.55,734.5,1.95,9.2,15.21,99.11,0.3
2015-11-21 10:10:14,92,15.18,333,20.3,70,32.54,389.72,139.29,1181.6,4.38,-4.91,21.32,117.87,0.8
2009-06-04 03:59:03,17,10.23,215,22.8,61,32.93,1217.37,908.42,955.5,23.45,-8.91,7.84,198.37,0.0
2015-11-20 21:47:35,9,0.93,203,39.3,69,46.68,1724.82,482.8,1159.7,8.11,36.58,9.65,84.39,0.35
2012-03-23 08:43:26,19,14.1,323,20.7,70,9.55,1510.96,520.51,955.1,1.43,9.9,23.11,77.96,0.26
2013-04-05 12:11:23,34,15.25,129,-1.4,58,8.44,1049.8,771.4,906.6,30.42,-4.82,21.38,89.9,0.17
2011-12-16 11:12:25,42,1.32,48,21.9,68,3.26,1408.23,491.14,909.6,37.46,3.82,20.36,66.51,0.71
2008-10-21 11:36:06,47,8.89,25,22.6,67,24.72,1197.35,94.56,759.9,17.2,18.53,16.98,121.46,0.78
2017-09-24 17:23:53,80,13.84,115,20.1,70,41.45,1527.3,892.6,900.8,9.14,31.53,37.84,11.7,0.79
2011-08-06 14:39:04,80,13.14,119,-6.3,66,0.66,178.63,-22.94,763.8,12.17,21.19,18.13,49.95,0.34
2010-08-25 15:07:58,10,12.35,38,-5.5,58,32.7,1947.69,590.62,1179.2,38.7,25.18,34.54,79.47,0.97
2011-10-05 16:45:12,27,2.61,0,-3.7,57,27.1,1977.7,763.62,765.6,-8.7,3.89,6.24,156.15,0.69
2012-01-28 09:06:38,93,15.7,224,24.9,64,35.98,1260.12,616.33,913.0,-5.44,3.61,29.17,6.1,0.96
2011-04-19 23:00:06,2,13.67,245,24.0,64,15.96,368.74,793.39,929.2,22.1,4.24,35.61,161.78,0.84
2011-12-05 17:28:11,47,19.7,222,-3.7,64,34.62,1954.25,-42.14,1000.4,27.62,30.48,16.5,42.0,0.67
2013-02-02 02:21:09,72,13.56,213,17.2,64,23.25,263.1,254.49,951.3,33.15,19.43,4.1,6.75,0.41
2008-02-08 03:29:53,23,16.17,338,21.6,57,46.26,391.65,25.86,873.1,4.92,22.38,24.95,167.64,0.41
2010-10-04 09:24:29,34,14.73,223,34.7,68,13.23,1117.67,108.64,905.9,39.1,17.99,36.26,173.15,0.34
2016-05-31 17:42:49,8,18.8,122,-6.8,59,40.54,31.98,696.7,1142.9,6.87,24.95,0.0,158.34,0.96
2008-05-10 07:52:24,56,16.19,234,14.1,56,26.7,1145.57,33.57,781.9,21.78,22.34,36.72,139.24,0.82
2008-06-18 14:27:48,97,2.33,147,-5.1,64,15.75,1015.25,26.45,1135.2,2.56,37.5,22.93,162.5,0.6
2014-03-31 13:08:23,81,5.67,209,-2.2,68,35.29,616.26,314.87,1006.4,17.41,12.92,36.45,24.54,0.4
2016-02-08 10:39:21,28,2.63,54,19.9,65,45.0,280.63,49.8,1075.9,13.39,9.15,35.42,52.11,0.45
2008-05-21 07:56:17,22,15.36,22,23.5,64,45.88,673.91,38.4,976.0,-6.66,-5.71,0.55,152.79,0.34
2008-08-11 14:44:27,45,11.91,319,-4.9,58,26.85,1166.24,438.81,813.1,26.65,-3.44,22.83,159.43,0.25
2012-05-22 00:14:46,36,19.92,4,16.8,58,10.17,13.8,-86.44,1050.2,18.4,1.98,13.74,193.19,0.5
2011-10-12 20:45:59,95,16.83,196,-1.9,56,47.67,1170.1,798.51,959.8,0.42,2.93,24.5,82.88,0.63
2014-04-03 09:14:06,27,9.9,151,-3.7,58,14.24,1143.8,-35.39,1060.7,15.75,7.53,5.3,104.58,0.85
2017-04-20 14:24:26,33,10.41,56,15.7,62,11.11,488.0,73.96,941.1,35.34,6.36,31.81,175.89,0.25
2016-02-16 13:13:45,41,13.67,252,-1.8,58,17.34,1125.43,97.12,898.4,12.17,10.31,18.15,73.22,0.9
2017-10-28 00:11:35,60,6.58,342,15.0,61,40.21,1821.11,-75.26,1106.0,4.12,11.13,13.0,199.38,0.74
2010-04-15 07:08:45,18,13.56,31,35.9,64,42.7,113.73,24.33,907.2,11.2,4.15,32.65,101.91,0.31
2014-12-12 06:16:05,27,4.35,46,14.7,68,2.48,357.39,69.33,1019.3,7.85,-1.76,26.73,78.0,0.49
2008-03-08 09:53:32,29,18.2,158,-1.7,68,11.94,571.95,18.44,1051.9,13.21,11.57,7.63,0.33,0.8
2008-11-15 20:57:48,10,16.1,232,18.0,68,38.53,355.58,469.83,723.4,-1.83,31.4,6.27,105.68,0.88
2016-09-15 18:51:49,43,19.33,322,21.2,57,29.72,23.21,4.38,882.4,35.18,5.35,25.12,83.11,0.78
2016-02-03 19:17:13,69,10.99,195,-5.3,69,22.19,136.0,297.1,1136.2,14.63,39.93,18.12,34.73,0.4
2016-10-07 11:15:32,15,7.17,10,-3.9,59,30.12,1056.73,66.65,1158.3,39.15,9.58,13.39,149.63,0.57
2008-08-12 23:08:59,25,9.84,149,20.5,64,46.87,1877.5,410.68,1021.7,-8.8,30.11,33.58,198.69,0.83
2013-02-20 08:44:53,43,9.52,112,20.5,56,15.46,227.43,850.27,1038.3,26.3,-2.86,8.79,13.92,0.77
2014-01-16 08:16:07,22,1.73,192,-5.9,70,15.84,1484.57,-82.49,830.1,27.52,26.21,14.29,175.37,0.89
2011-06-28 08:34:17,5,11.42,45,23.9,56,36.36,246.18,601.94,1065.9,14.9,-1.22,8.53,30.26,0.77
2011-07-17 23:54:36,24,7.65,272,36.4,68,8.84,1402.7,257.7,1192.5,15.38,-7.76,22.56,154.12,0.7
2015-10-30 00:42:49,39,17.28,40,26.1,70,45.2,670.97,836.1,1166.4,35.83,22.69,6.33,118.59,0.94
2013-02-18 03:27:56,52,19.9,156,-3.9,59,2.83,1572.0,588.53,1018.6,-7.86,-8.57,15.78,127.11,0.3
2014-06-27 11:48:31,58,0.95,172,19.9,70,31.5,1236.72,485.87,1087.4,29.47,30.32,16.4,46.2,0.55
2013-05-14 04:52:39,35,19.5,238,-1.9,68,10.27,1642.41,955.91,751.8,-5.98,-4.23,5.5,98.82,0.49
2009-12-10 14:29:02,16,6.88,186,-2.0,56,27.12,930.12,335.53,894.1,37.17,38.42,23.49,124.27,0.36
2016-07-18 06:44:31,20,13.83,3,34.2,59,48.94,1535.1,-68.49,721.4,-6.36,17.79,26.9,196.21,0.6
2016-12-07 01:37:26,54,7.45,52,19.8,67,5.35,447.33,175.14,1148.6,-8.32,13.75,18.79,142.78,0.74
2009-08-31 13:53:26,67,19.77,224,-4.2,63,32.94,73.14,624.35,1196.5,32.63,15.74,10.55,91.91,0.39
2011-12-13 00:58:03,44,9.39,315,-2.1,64,29.65,1838.3,91.82,1120.6,28.91,28.34,16.2,15.99,0.11
2008-06-03 14:26:57,71,3.78,161,-4.3,64,4.5,1817.96,422.14,1108.9,6.91,29.26,9.67,145.77,0.26
2011-02-15 11:50:29,21,10.46,123,-5.8,61,3.26,161.45,296.1,1110.4,9.0,-9.61,34.16,196.8,0.9
2017-09-17 19:31:26,47,17.87,357,18.0,57,10.47,816.54,183.42,1154.8,29.33,23.17,10.51,126.58,0.59
2011-09-08 08:33:02,10,7.65,96,21.1,64,49.23,556.12,-51.68,706.8,5.29,26.83,33.67,49.33,0.43
2009-09-27 21:02:33,73,2.26,137,-4.6,64,4.9,673.34,506.11,1079.6,1.7,22.98,34.5,58.62,0.74
2009-11-06 11:11:57,33,15.46,123,-2.8,57,37.46,758.53,127.4,728.4,17.0,34.25,24.76,72.44,0.63
2017-11-02 07:26:59,7,17.49,238,31.5,57,31.81,588.72,60.37,1157.5,34.2,21.98,8.8,4.79,0.8
2017-01-13 21:17:48,21,8.86,104,35.5,57,26.4,1149.78,983.35,775.6,15.9,10.14,7.98,114.38,0.1
2009-10-18 05:38:13,16,9.9,285,19.2,65,20.66,1741.63,488.3,1066.3,39.32,33.65,10.65,55.3,0.7
2013-10-10 07:30:38,83,7.68,150,38.7,58,28.29,1028.12,791.87,1105.9,10.45,17.54,23.49,101.25,0.9
2011-10-23 00:14:48,53,11.28,261,-2.0,58,18.88,1305.88,128.72,1172.1,-1.48,16.35,6.57,53.3,0.33
2007-12-01 12:36:50,10,4.29,119,11.5,68,26.2,1498.5,907.45,875.5,23.17,-3.72,31.3,73.16,0.37
2013-07-15 12:21:42,46,13.66,294,22.1,62,15.78,1626.97,481.46,757.1,-6.81,8.29,25.7,164.81,0.57
2013-12-27 13:48:43,43,2.19,37,16.5,63,47.62,1886.1,386.4,1002.5,-6.39,8.25,2.45,90.8,0.43
2011-08-01 12:16:37,43,17.57,244,-6.3,62,27.8,793.0,573.59,895.7,30.43,-8.24,34.76,129.1,0.18
2017-02-25 03:39:39,20,7.69,272,-5.9,68,9.73,445.24,827.43,952.1,-8.1,15.71,0.72,31.88,0.18
2015-03-21 01:07:13,32,6.27,12,12.4,57,33.45,521.72,35.6,712.4,23.6,35.9,19.48,111.64,0.69
2013-12-23 00:29:08,40,15.54,56,-4.6,70,20.54,1189.12,208.92,730.4,38.48,31.81,6.63,77.1,0.51
2009-02-17 04:15:23,21,13.63,45,35.6,58,35.87,537.65,296.87,873.6,18.38,8.72,17.56,120.34,0.77
2010-01-14 23:32:50,60,15.95,118,32.3,56,34.7,430.91,341.5,1118.3,2.34,12.46,2.55,78.12,0.98
2008-08-01 02:01:13,48,1.19,280,21.3,66,37.87,1554.56,895.57,889.4,37.16,-8.7,20.39,35.33,0.26
2012-04-09 15:46:38,67,13.21,161,-1.1,67,46.27,1303.94,502.69,959.0,-6.47,38.9,22.69,56.61,0.95
2012-01-10 17:31:03,21,15.64,247,18.1,68,28.1,1399.96,676.22,789.1,2.1,9.23,22.25,160.54,0.89
2008-04-06 12:23:17,49,1.37,344,-2.6,58,39.98,59.85,206.99,938.2,-2.27,31.41,38.8,172.61,0.31
2008-07-19 20:05:27,26,5.32,135,-2.2,67,15.0,1293.76,901.84,938.4,3.0,2.53,8.69,70.32,0.8
2017-05-20 11:23:31,45,12.72,200,-1.4,64,21.71,1837.86,909.39,1171.3,25.48,7.47,16.19,19.86,0.11
2014-08-15 05:17:40,53,10.81,122,10.6,64,8.42,60.76,275.62,721.8,27.57,19.78,18.27,143.79,0.26
2017-03-07 21:01:37,75,9.23,219,18.7,68,36.0,1942.62,915.4,825.4,22.83,-7.63,39.26,35.29,0.67
2010-04-07 09:39:14,22,6.12,33,35.1,62,22.5,746.32,161.73,770.2,4.2,16.84,37.2,124.22,0.53
2011-10-23 06:51:37,90,10.34,358,-4.9,70,10.73,1878.75,152.96,1036.6,-1.2,-3.87,26.82,46.63,0.6
2014-07-14 15:00:29,68,8.76,342,-4.2,68,27.88,1317.8,949.5,1192.7,-3.48,-7.2,23.27,24.56,0.92
2017-01-28 03:44:59,97,12.75,187,13.9,66,45.54,171.3,792.91,744.3,21.13,28.16,21.32,141.9,0.96
2016-09-29 09:51:25,50,16.62,342,10.2,60,44.14,1775.82,671.71,979.5,22.32,16.25,1.31,50.28,0.95
2008-10-19 06:49:43,16,6.41,127,16.3,64,6.49,1158.66,758.85,1129.9,16.52,38.91,19.29,106.7,0.62
2009-01-31 03:34:22,6,13.7,261,-5.5,58,11.68,876.12,-20.73,774.9,-3.62,-1.4,26.54,194.96,0.2
2013-05-01 06:05:47,86,1.95,246,23.5,61,2.14,467.1,212.47,866.8,1.88,18.32,0.56,107.34,0.5
2011-09-26 01:24:07,52,15.9,46,24.7,67,10.93,1937.87,883.59,1094.5,0.92,3.8,16.9,72.96,0.68
2017-03-02 04:33:09,95,12.78,118,19.4,60,23.57,1183.26,369.58,928.7,33.8,18.91,29.67,31.69,0.37
2011-10-16 14:12:32,14,9.95,210,-1.3,58,37.84,1065.92,955.13,964.8,33.58,10.9,15.1,165.98,0.86
2014-05-02 03:46:45,24,5.22,128,-3.5,62,47.37,1897.21,-34.53,868.7,9.29,21.97,25.9,67.12,0.9
2009-06-28 10:38:22,71,18.39,107,39.2,70,36.56,1288.37,759.28,860.1,39.12,26.13,5.14,142.79,0.98
2008-04-05 00:06:44,5,4.4,311,-5.7,66,23.89,117.5,305.45,1186.3,13.98,28.71,28.99,142.37,0.3
2015-12-31 16:42:48,26,13.95,141,-6.8,58,37.38,880.43,333.54,872.0,19.24,-7.9,19.46,60.3,0.69
2009-08-24 13:27:20,91,14.12,331,-1.7,70,7.47,432.7,648.3,1028.1,28.85,-9.7,22.21,50.64,0.59
2008-09-17 11:08:38,35,19.97,74,23.0,57,3.54,966.14,303.97,1075.3,10.51,3.92,27.5,151.27,0.76
2014-10-28 02:05:22,17,8.73,221,-7.0,63,6.5,945.38,-40.45,1156.2,-4.51,0.75,9.39,190.83,0.33
2011-05-11 11:09:49,17,7.97,147,13.5,59,1.14,80.1,13.6,816.5,32.98,30.85,22.91,71.38,0.16
2009-09-05 11:33:32,16,14.33,112,-5.0,69,39.65,1809.79,47.79,1105.2,26.61,17.87,36.38,145.32,0.88
2017-04-06 17:05:27,65,10.34,101,20.7,56,33.33,974.51,406.32,986.0,33.31,23.65,17.59,2.2,0.47
2017-02-14 07:03:45,100,6.37,297,12.2,58,2.99,916.34,107.76,894.6,-2.27,28.84,5.73,191.92,0.5
2009-05-24 23:50:31,34,11.35,140,13.8,61,30.61,487.46,414.71,1041.3,-5.97,14.4,16.3,104.74,0.9
2016-05-05 00:08:44,3,19.47,359,20.5,57,5.88,916.56,990.25,794.1,26.41,9.41,34.43,154.42,0.18
2011-04-10 02:23:57,89,15.72,246,33.6,63,26.9,1233.8,13.36,769.0,9.5,15.99,16.36,72.3,0.92
2009-06-09 04:14:29,4,11.87,141,22.7,63,29.42,1317.2,563.89,922.6,-9.15,26.25,11.1,174.71,0.11
2015-10-27 05:15:42,45,15.61,47,29.8,61,4.26,319.8,10.36,1039.6,33.42,4.28,38.28,156.71,0.11
2008-12-23 14:56:06,16,10.68,296,34.8,59,38.68,538.95,-49.58,960.8,8.7,32.91,15.79,124.35,0.83
2014-05-15 20:16:38,43,16.6,314,24.6,65,10.13,312.97,326.4,817.0,25.92,-2.82,8.29,94.47,0.54
2013-07-14 04:27:03,41,19.5,33,-2.3,58,40.14,39.25,914.46,968.0,38.3,39.46,34.26,93.7,0.28
2014-04-01 13:10:14,57,4.21,304,24.5,68,40.26,486.36,817.21,986.4,7.8,30.28,27.85,91.16,0.49
2014-11-14 14:57:52,93,0.8,255,12.4,70,43.3,79.87,121.13,773.5,30.13,28.72,1.47,117.62,0.63
2014-05-31 00:09:26,89,8.86,194,20.6,69,38.73,1842.75,617.78,1049.3,1.77,34.77,39.56,181.59,0.96
2014-11-22 01:25:01,84,15.42,270,24.7,66,25.1,1697.89,-9.63,1022.7,35.52,20.4,3.25,12.69,0.48
2013-02-24 21:03:35,72,15.4,14,14.1,58,23.75,1208.22,814.59,875.0,28.57,20.84,30.7,199.9,0.51
2016-02-04 00:55:57,34,18.9,188,-1.7,65,6.53,1207.64,980.97,1000.2,37.65,-6.15,39.8,45.45,0.53
2014-10-12 13:35:08,78,5.14,112,-1.3,66,39.8,1091.83,-80.27,1028.2,9.74,25.78,39.2,145.55,0.48
2016-12-16 15:47:47,11,18.39,47,21.6,57,3.91,1423.14,195.23,887.3,27.59,31.83,9.96,23.12,0.48
2010-03-24 14:04:15,80,3.2,165,21.7,62,3.45,396.8,693.14,1033.8,21.49,-8.84,24.16,192.7,0.78
2011-04-19 00:43:01,82,13.8,293,-3.5,62,18.79,656.39,658.76,1130.9,25.77,-1.25,18.42,157.7,0.2
2011-02-11 07:09:44,68,11.53,324,-6.1,70,25.81,194.93,960.13,1144.1,29.69,31.67,17.87,5.98,0.84
2013-05-04 11:13:40,55,6.96,323,23.1,64,49.1,922.73,388.51,737.5,23.5,30.99,39.32,152.3,0.75
2010-01-29 13:11:59,59,19.5,308,15.2,59,43.82,599.96,766.28,1160.2,-3.32,9.99,18.74,89.76,0.7
2010-11-23 06:10:39,30,8.45,4,15.3,57,34.73,1811.82,798.77,1033.1,15.1,39.72,26.79,79.4,0.65
2013-11-02 13:24:06,51,6.19,19,22.4,66,43.35,1749.77,771.24,1105.4,25.14,39.44,38.28,136.81,0.88
2015-06-05 12:58:07,10,11.21,348,23.8,57,44.56,759.71,111.37,1060.9,1.49,-9.7,38.68,145.46,0.41
2012-11-17 14:08:52,72,4.84,24,-1.8,67,0.91,1260.47,798.6,956.7,33.79,22.34,39.5,97.19,0.87
2017-02-01 05:13:49,15,17.3,208,20.1,69,39.34,1077.39,514.5,912.3,-4.44,19.7,19.2,30.8,0.49
2013-07-12 03:03:43,98,15.68,18,17.1,61,8.5,591.62,891.71,1194.2,-7.59,4.77,4.35,82.31,0.87
2013-06-19 01:06:00,46,16.38,165,38.3,63,19.98,395.4,926.51,1046.6,13.91,12.29,9.54,81.17,0.5
2014-04-19 07:14:13,39,14.52,234,23.5,68,18.59,1959.24,-79.6,761.4,5.85,20.87,20.48,21.87,0.1
2016-02-11 20:09:20,23,4.24,187,25.7,66,46.21,605.83,664.15,1031.1,7.25,-9.71,20.62,165.53,0.27
2011-05-04 01:07:09,99,9.66,59,-6.7,66,17.31,973.36,422.57,1199.3,36.6,10.72,25.89,168.79,0.47
2012-01-03 23:23:19,86,8.44,72,-5.0,64,16.85,275.27,138.43,1080.3,39.31,27.59,13.47,20.67,0.34
2010-07-12 04:34:48,24,15.99,248,-3.3,57,36.48,1450.85,383.1,969.1,20.1,9.23,18.44,132.13,0.22
2014-05-26 13:08:42,25,6.51,247,21.2,59,14.73,489.18,901.7,779.0,-7.0,34.15,22.83,166.44,0.8
2008-03-29 14:20:13,3,1.41,223,33.4,64,8.64,1455.8,734.68,767.3,33.82,-3.0,25.42,86.32,0.5
2010-02-13 14:11:41,51,19.75,104,19.5,59,37.2,436.1,237.42,981.7,10.42,-5.36,26.29,32.38,0.24
